HolidaysTaken,PercentageOfCompletedTasks,CurrentJobDuration,RecentHolidaysTaken,RequestedProcessAmount,BondingRiskRating,TotalMaterialProcessed,working_skills,dependability,MistakesLastYear,HighestEducationAttained,BondingSuccessful,ChurnRisk,ProcessedKilograms,SkillRating,ProcessingTimestamp,HistoricalBehavior,TotalMaterialToProcess,WorkHistoryDuration,ApplicantAge,PriorExecutionDefaults,DifferentTasksCompleted,TotalChurnRisk,BondingPeriod,trustability
-0.591519253111035,0.0266272919683665,-0.004323743461339227,0.005611357449192345,-0.6325618766601312,-0.3554300248101607,0.8818601994245148,-2.3800192324479803,-1.9745475229228135,,3,0,-0.43032307693926497,-0.02189885351627287,0.06400901418803726,2048-06-05,1.4101480248380454,0.13605783125527032,1.0824360877291213,-0.4095494211180668,-0.33317851778769525,1.0730607999604058,0.42627672134675687,-0.2449289662021756,0.8500472589492064
-0.591519253111035,-0.9452056479448268,0.8878583555956868,0.005611357449192345,0.28198164007752485,0.2878027847942554,-0.40672177925382785,-0.10939407168470469,,-0.23451204702345932,3,0,-0.4081250720167228,-0.7066721206051851,,2069-02-13,0.40063089387280465,-0.5683343408865651,-0.8281534745133937,,-0.33317851778769525,-1.0910863668846513,-1.4105418864937513,-1.216743023682292,-0.5788054805725472
0.5607000143462211,0.376183883272156,1.3339494051241998,0.005611357449192345,-0.0850562494619104,-0.09813690096839427,1.7329831103555715,1.0272876620274958,-1.1104827345804988,-0.23451204702345932,2,0,1.0005057397222115,-1.0440139958014316,0.319140684460714,,-1.0126930894785324,-0.21051939421294152,,-1.612743727612262,-0.33317851778769525,,0.6244409820059684,2.1846061774981154,1.2492026982103883
0.5607000143462211,1.4236014997499575,,0.005611357449192345,1.1835761315151279,0.6737424705569051,-0.6175030643398659,-2.3800192324479803,0.13708130363368806,-0.23451204702345932,1,0,0.9455593473093722,-0.8769296161113448,,2044-11-17,,-0.3918620585426708,1.0824360877291213,0.020162831201288676,,-1.0910863668846513,0.40071676836078757,-0.7308359949422338,2.298669026971351
,-1.0853288746571341,-0.8965058425183653,0.005611357449192345,2.586982563172603,,-0.5599917480864587,-1.3736598126620692,0.05280061803995053,-0.23451204702345932,0,0,0.688355087484388,-0.9868483311774939,0.593897867831289,2053-06-18,-0.6088862370924362,-0.28045470610478107,-1.066977169793708,2.1687240927980658,3.001393987343477,-0.36970397793629894,0.16784401520267406,0.24097806253788262,-1.173444878862579
-1.1676288868396631,-0.6596831496405797,,-1.0061725042146779,,-0.09813690096839427,-0.41798798859451397,0.277337029392195,-0.3050237835748979,-0.23451204702345932,3,0,-0.1933474172908496,2.1396871363141146,0.6723999202228818,2025-11-05,1.4101480248380454,-0.5001068252754729,,-0.3236069706541957,-0.33317851778769525,1.7944431889087582,0.44100041545942936,-1.216743023682292,-0.26602171163571553
-0.591519253111035,-0.7351247083448315,,-1.0061725042146779,-0.33413893727385074,,-0.6052051508471022,-0.2943101004403746,-0.3333455470166419,,0,0,0.020107922819869,-0.17138235641408053,-0.014493038203555577,2033-10-23,-0.6088862370924362,-0.4940979124358062,,0.2779901825929019,-0.33317851778769525,-0.36970397793629894,0.2867501999310709,0.24097806253788262,0.2810866707353434
0.5607000143462211,0.8808334950613256,0.8878583555956868,1.0173952191130626,-0.024701884413961907,1.5742684040030877,-0.5615104165983167,-0.08949519728079583,0.7787909073609666,-0.23451204702345932,3,0,0.6153745744690734,,-0.6817604835320947,2029-03-01,-0.406982810899388,-0.31007759220910264,-0.350506083952765,-1.8705710790038754,3.001393987343477,0.3516784110120535,0.3788106536754833,,0.1720087928427836
0.5607000143462211,,-1.7886879415753913,-1.0061725042146779,-0.7353354625185984,0.15915622287337217,-0.23826512530261648,2.158010292416841,0.7851417753559421,-0.23451204702345932,1,0,-0.3988407353570999,0.0494962523453666,,2068-12-27,-0.003175958513291674,0.03964113505949634,-1.544624560354337,0.36393263305677304,-0.33317851778769525,-0.36970397793629894,,0.7268850912779409,-0.5841546521317971
1.136809648074849,-1.2767709778792447,0.4417673060671738,-1.0061725042146779,0.12227699471020366,-0.3554300248101607,-0.09603026408060641,-0.11610448194443745,-0.13846895146070534,-0.23451204702345932,3,0,,-0.30056287608248444,-1.8592912694059873,2032-12-26,-1.2145965156715806,-0.5641175599464481,0.48537684952833526,-0.5814343220458089,-0.33317851778769525,2.5158255778571106,0.41284485346687455,-0.7308359949422338,0.05659050956319926
